name,price,spec_score,votes,user_rating,os,utility,thickness,weight,warranty,screen_size,resolution,ppi,battery,screen_feature1,screen_feature2,processor_name,processor_speed,no_cores,caches,graphics_card,rom_memory,internal_memory,port_connection,wireless_connection,usb_ports,hardware_features
Lenovo IdeaPad Slim 3 83ER008GIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹54,990",57,323 votes ,4.1,OS: Windows 11,Utility: Business,Thickness: 19.9 mmAverage,1.62 kgLight,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 134 PPILow,"47 Wh, 3 Cell BatteryGood",Anti Glare,,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,Intel Integrated UHD Graphics Graphics,16 GB LPDDR5 RAMAverage,512 GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Lenovo ThinkBook 15 G5 21JF002JIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ Win11),"₹33,790",62,189 votes ,4.1,OS: Windows 11,Utility: Performance,Thickness: 18.9 mmSlim,1.7 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"45 Wh, 3 Cell BatteryGood",Anti Glare,,7th Gen AMD Ryzen 3 7330U,4 x 2.3 GHz (Turbo Speed upto 4.3 GHz) Cores,"Quad Core, 8 Threads",8 MB Cache,AMD Radeon AMD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Zebronics Pro Series Z ZEB-NBC 3S 2023 Laptop (12th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),"₹27,990",61,189 votes • 9 reviews,4.1,OS: Windows 11,Utility: Performance,Thickness: 19.9 mmAverage,1.76 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,38.5 Wh BatteryGood,16:9   Aspect Ratio,,12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10 MB Cache,Intel Integrated Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0, 2 x USB Type-C",2 MP Camera
Lenovo ThinkBook 15 G5 21JFA00BIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ Win11),"₹44,990",65,102 votes • 2 reviews,4.3,OS: Windows 11,Utility: Performance,Thickness: 18.9 mmAverage,1.7 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"45 Wh, 3 Cell BatteryGood",Anti Glare,,7th Gen AMD Ryzen 7 7730U,8 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,AMD Radeon AMD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
HP Victus 15-fa1128TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹65,990",64,90 votes ,4.6,OS: Windows 11,Utility: Gaming,Thickness: 23.5 mmThick,2.29 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"52.5 Wh, 3 Cell BatteryGood",Anti Glare,,13th Gen Intel Core i5 13420H,4 x (Turbo Speed upto 4.6 GHz) Performance Cores4 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 2050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Acer Nitro V ANV15-51 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹77,990",59,456 votes • 4 reviews,4.2,OS: Windows 11,Utility: Gaming,Thickness: 25.9 mmThick,2.6 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,,Anti Glare,,13th Gen Intel Core i5 13420H,4 x (Turbo Speed upto 4.6 GHz) Performance Cores4 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,"6 GB, NVIDIA GeForce RTX 4050 GraphicsLarge",16 GB DDR5 SDRAM RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
HP Omen 16-xf0060AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,20,900",78,154 votes ,4.7,OS: Windows 11,"Utility: Gaming, Performance",Thickness: 13.5 mmSlim,2.37 kgHeavy,1 Year Warranty,16 inchesLarge,1920 x 1080 pixelsBad,~ 141 PPILow,"83 Wh, 6 Cell BatteryGood",Anti Glare,16 : 9 Aspect Ratio,7th Gen AMD Ryzen 7 7840HS,8 x 3.8 GHz (Turbo Speed upto 5.1 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,"8 GB, NVIDIA GeForce RTX 4060 GraphicsLargest",16 GB DDR5 RAMAverage,1 TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
HP 255 G9 840T7PA Laptop (AMD Athlon Silver-3050U/ 4GB/ 256GB SSD/ DOS),"₹19,979",44,"1,110 votes • 4 reviews",3.9,OS: DOS,Utility: Everyday Use,Thickness: 17.9 mmAverage,1.47 kgAverage,1 Year Warranty,15.6 inchesLarge,1366 x 768 pixelsBad,~ 100 PPILowest,"41 Wh, 3 Cell BatteryGood",Anti Glare,16:9 Aspect Ratio,3rd Gen AMD Athlon 3050U,2 x 2.3 GHz (Turbo Speed upto 3.2 GHz) Cores,"Dual Core, 2 Threads",4 MB Cache,AMD Integrated Graphics,4 GB DDR4 RAMAverage,256 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
Acer One 14 Z8-415 ‎2023 Laptop (11th Gen Core i5 / 16GB/ 512GB SSD/ Win11 Home),"₹33,990",55,"2,026 votes • 8 reviews",3.7,OS: Windows 11,Utility: Everyday Use,Thickness: 21.6 mmThick,1.49 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 135 PPILow,"45.5 Wh, 2 Cell BatteryGood",,,11th Gen Intel Core i5  1135G7,4 x 2.4 GHz (Turbo Speed upto 4.2 GHz) Cores,"Quad Core, 8 Threads",8 MB Cache,‎Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMLargest,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
Asus TUF Gaming A15 FA577NU-LP082W Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹89,990",73,144 votes • 7 reviews,4.1,OS: Windows 11,Utility: Gaming,Thickness: 24.9 mmThick,2.2 kgHeavy,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"90 Wh, 4 Cell BatteryGood",Anti Glare,16:9 Aspect Ratio,7th Gen AMD Ryzen 7 7735HS,8 x 3.2 GHz (Turbo Speed upto 4.75 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,"6 GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16 GB DDR5 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Asus TUF Gaming F15 FX506HF-HN025W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹52,990",66,308 votes ,4.1,OS: Windows 11,"Utility: Gaming, Performance",Thickness: 24.5 mmThick,2.3 kgHeavy,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"48 Wh, 4 Cell BatteryGood",Anti Glare,16:9 Aspect Ratio,11th Gen Intel Core i5 11400H ,6 x 2.2 GHz (Turbo Speed upto 4.5 GHz) Cores,"Hexa Core, 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 2050 GraphicsLargest",16 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
HP 255 G8 689T4PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Win11 Home),"₹25,680",55,342 votes • 19 reviews,4.2,OS: Windows 11,Utility: Everyday Use,Thickness: 19.9 mmAverage,1.74 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"41 Wh, 3 Cell BatteryGood",Anti Glare,,3rd Gen AMD Ryzen 3 3250U,2 x 2.6 GHz (Turbo Speed upto 3.5 GHz) Cores,"Dual Core, 4 Threads",4 MB Cache,AMD Radeon AMD Graphics,8 GB DDR4 RAMLargest,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),"₹37,990",59,"1,160 votes • 13 reviews",4.3,OS: Windows 11,Utility: Performance,Thickness: 19.35 mmAverage,1.4 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 157 PPIHigh,"39.3 Wh, 3 Cell BatteryGood",,,7th Gen AMD Ryzen 5 7530U,6 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,AMD Radeon AMD Graphics,16 GB DDR4 RAMLargest,512 GB SSD,HDMI,"WiFi, Bluetooth v5.2","2 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Dell Inspiron 5420 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹69,999",62,103 votes ,4.4,OS: Windows 11,Utility: Performance,Thickness: 15.7 mmSlim,1.54 kgLight,1 Year Warranty,14 inchesAverage,1920 x 1080 pixelsAverage,~ 157 PPIAverage,4 Cell Battery,Anti Glare,16:10 Aspect Ratio,12th Gen Intel Core i5 1240P,4 x 1.7 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 1.2 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",12 MB Cache,Intel Integrated UHD Graphics,16 GB DDR5 RAMAverage,512 GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v4.0","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Asus TUF Gaming F15 FX506HC-HN362WS Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹59,990",66,"2,240 votes • 28 reviews",4.5,OS: Windows 11,"Utility: Gaming, Performance",Thickness: 24.5 mmThick,2.3 kgHeavy,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,4 Cell Battery,Anti Glare,,11th Gen Intel Core i5 11400H ,6 x 2.2 GHz (Turbo Speed upto 4.5 GHz) Cores,"Hexa Core, 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsLargest",16 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Asus Vivobook 16X 2022 M1603QA-MB502WS Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home),"₹46,990",62,"1,220 votes ",4.2,OS: Windows 11,Utility: Gaming,Thickness: 20 mmThick,1.8 kgHeavy,1 Year Warranty,16 inchesLarge,1920 x 1200 pixelsGood,~ 283 PPIHighest,"50 Wh, 3 Cell BatteryGood",Anti Glare,16:10 Aspect Ratio,5th Gen AMD Ryzen 5 5600H,6 x 3.3 GHz (Turbo Speed upto 4.2 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,AMD Radeon Vega 7 Graphics,8 GB DDR4 RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Samsung Galaxy Book2 Pro 360 13 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹72,990",63,182 votes ,4.0,OS: Windows 11,Utility: Everyday Use,Thickness: 11.5 mmSlim,1.04 kgLight,1 Year Warranty,13.3 inchesSmall,1080 x 1920 pixelsAverage,~ 166 PPIHigh,,Touch Screen,Anti Glare,12th Gen Intel Core i5 1240P,4 x 1.7 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 1.2 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,16 GB LPDDR5 RAMAverage,512 GB SSD,"Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.1",2 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
iBall Excelance CompBook Laptop (AQC/ 2GB/ 32GB/Win10),"₹8,000",35,"1,743 votes • 62 reviews",3.8,OS: Windows 10,Utility: Everyday Use,Thickness: 24 mmUltra Slim,1 kgLightest,1 Year Warranty,11.6 inchesLargest,1366 x 768 pixelsBest,~ 135 PPIHighest,,16:9 Aspect Ratio,,Intel Atom Quad Core Z3735F,4 x 1.33 GHz (Turbo Speed upto 1.83 GHz) Cores,Quad Core,2 MB Cache,Intel HD Graphics Graphics,2 GB DDR3 RAMLargest,32 GB HARD DiskLargest,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth",1 x USB 3.0,0.3 MP Camera
Apple MacBook Air 2024 MXCT3HN/A Laptop (Apple M3/ 16GB/ 512GB SSD/ MacOS),"₹1,54,900",52,76 votes ,4.1,OS: Mac,Utility: Performance,Thickness: 11.3 mmSlim,1.24 kgLight,1 Year Warranty,13.6 inchesSmall,2560 x 1664 pixelsGood,~ 224 PPIHigh,52.6 Wh BatteryGood,,,Apple M3,4 x Performance Cores4 x Efficient Cores,Octa Core (4P + 4E),Apple 10 Core GPU Graphics,16 GB RAMAverage,512 GB SSD,,Thunderbolt,"WiFi, Bluetooth v5.3",2 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Apple MacBook Air 2024 MRYN3HN/A Laptop (Apple M3/ 8GB/ 512GB SSD/ MacOS),"₹1,54,900",56,84 votes ,4.2,OS: Mac,Utility: Performance,Thickness: 11.5 mmSlim,1.51 kgLight,1 Year Warranty,15.3 inchesSmall,2880 x 1864 pixelsGood,~ 224 PPIHigh,66.5 Wh BatteryGood,,,Apple M3,4 x Performance Cores4 x Efficient Cores,Octa Core (4P + 4E),16 MB Cache,10-Core GPU Graphics,8 GB DDR4 RAMSmallest,512 GB SSD,"Display Port, Thunderbolt","WiFi, Bluetooth v5.3",2 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Apple MacBook Air 15 2024 MRYR3HN/A Laptop (Apple M3/ 8GB/ 256GB SSD/ MacOS),"₹1,34,225",54,67 votes ,4.1,OS: Mac,Utility: Performance,Thickness: 11.5 mmSlim,1.51 kgAverage,1 Year Warranty,15.3 inchesAverage,2880 x 1864 pixelsGood,~ 224 PPIHigh,66.5 Wh BatteryGood,,,Apple M3,4 x Performance Cores4 x Efficient Cores,Octa Core (4P + 4E),16 MB Cache,10-Core GPU Graphics,8 GB DDR4 RAMSmallest,256 GB SSD,"Display Port, Thunderbolt","WiFi, Bluetooth v5.3",2 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
HP Spectre x360 14-ef2035TU Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home),"₹1,46,990",72,65 votes ,4.3,OS: Windows 11,"Utility: Business, Performance",Thickness: 16.9 mmAverage,1.36 kgLight,1 Year Warranty,13.5 inchesSmall,3000 x 2000 pixelsGood,~ 267 PPIHigh,"66 Wh, 4 Cell BatteryGood",Touch Screen,,13th Gen Intel Core i7 1355U,2 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,32 GB LPDDR4X RAMLargest,1 TB SSD,Thunderbolt,"WiFi, Bluetooth v5.3","1 x USB 3.0, 2 x USB Type-C",5 MP Camera
Lenovo Thinkpad E16 21JN004GIG Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ DOS),"₹63,490",59,67 votes ,4.3,OS: Windows 11,Utility: Performance,Thickness: 19.85 mmAverage,1.77 kgAverage,,16 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"47 Wh, 3 Cell BatteryGood",Anti Glare,,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Integrated Iris Xe Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.1","1 x USB 2.0, 1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Inbuilt Microphone"
HP Omen 14-fb0007TX Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,91,668",77,105 votes ,4.7,OS: Windows 11,Utility: Performance,Thickness: 16.9 mmAverage,1.75 kgAverage,1 Year Warranty,14 inchesSmall,2880 x 1800 pixelsAverage,~ 243 PPIHigh,"71 Wh, 6 Cell BatteryGood",Anti Glare,,Intel Core Ultra 7 Series 1 155H,6 x 1.4 GHz (Turbo Speed upto 4.8 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.8 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,"16 Cores (6P + 8E + 2LP-E), 22 Threads",24 MB Cache,"8 GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16 GB LPDDR5x RAMAverage,1 TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Lenovo IdeaPad Slim 5 ‎16IMH9 83DC0042IN Laptop (Intel Core Ultra 5/ 16 GB RAM/ 1TB SSD/ Win 11),"₹75,990",48,55 votes ,4.1,OS: Windows 11,"Utility: Everyday Use, Performance",1 Year Warranty,,,16 inchesLarge,1920 x 1200 pixelsGood,~ 142 PPIAverage,"57 Wh, 3 Cell BatteryGood",Anti Glare,16:9 Aspect Ratio,Intel Core Ultra 5 Series 1 125H,4 x 1.2 GHz (Turbo Speed upto 4.5 GHz) Performance Cores8 x 700 MHz (Turbo Speed upto 3.6 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,"14 Cores (4P + 8E + 2LP-E), 18 Threads",18 MB Cache,Intel Arc Graphics Graphics,16 GB LPDDR5 RAMAverage,1 TB SSD,HDMI,"WiFi, Bluetooth v5.3",2 x USB Type-C,"Backlit Keyboard, Inbuilt Microphone"
Asus ROG Strix SCAR 16 2024 G634JYR-RA001WS Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph),"₹3,29,990",92,102 votes ,4.2,OS: Windows 11,Utility: Gaming,Thickness: 30.4 mmThickest,2.65 kgAverage,1 Year Warranty,16 inchesAverage,2560 x 1600 pixelsAverage,~ 189 PPIAverage,"90 Wh, 4 Cell BatteryGood",Anti Glare,16:10 Aspect Ratio,14th Gen Intel Core i9 14900HX,8 x 2.2 GHz (Turbo Speed upto 5.8 GHz) Performance Cores16 x 1.6 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"24 Cores (8P + 16E), 32 Threads",36 MB Cache,"16 GB, NVIDIA GeForce RTX 4090 GraphicsLargest",32 GB DDR5 RAMAverage,2 TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Lenovo ThinkBook 15 G5 20VG0008UK Laptop (AMD Ryzen 7 7730U/ 16GB/ 512 GB SSD/ Win11),"₹49,990",65,61 votes ,4.4,OS: Windows 11,Utility: Performance,Thickness: 18.9 mmAverage,1.7 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"45 Wh, 3 Cell BatteryGood",Anti Glare,,7th Gen AMD Ryzen 7 7730U,8 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,AMD Radeon AMD Graphics,16 GB DDR4 RAMLarge,512 GB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Honor MagicBook X16 2024 ‎Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹46,990",54,338 votes ,4.2,OS: Windows 11,Utility: Everyday Use,Thickness: 17.9 mmSlim,1.68 kgAverage,1 Year Warranty,16 inchesLarge,1920 x 1200 pixelsGood,~ 142 PPIHigh,3 Cell Battery,Anti Glare,16:9 Aspect Ratio,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,Intel UHD Graphics Graphics,16 GB LPDDR4x RAMLargest,512 GB SSD,HDMI,"WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
HP Omen 16-xf0081AX Gaming Laptop (AMD Ryzen 7 7840HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,35,999",83,71 votes ,4.4,OS: Windows 11,"Utility: Gaming, Performance",Thickness: 13.5 mmSlim,2.37 kgHeavy,1 Year Warranty,16 inchesLarge,1440 x 2560 pixelsAverage,~ 184 PPIHigh,"83 Wh, 6 Cell BatteryGood",Anti Glare,16 : 9 Aspect Ratio,7th Gen AMD Ryzen 7 7840HS,8 x 3.8 GHz (Turbo Speed upto 5.1 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,"8 GB, NVIDIA GeForce RTX 4060 GraphicsLargest",32 GB DDR5 RAMLargest,1 TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Infinix INBook Y4 Max Series Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),"₹43,990",53,121 votes • 14 reviews,4.5,OS: Windows 11,"Utility: Everyday Use, Performance",Thickness: 17.95 mmSlim,1.78 kgHeavy,1 Year Warranty,16 inchesLarge,1920 x 1200 pixelsGood,~ 142 PPIHigh,70 Wh BatteryGood,Anti Glare,16:10 Aspect Ratio,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Integrated Iris Xe Graphics,16 GB LPDDR4X RAMLargest,512 GB SSD,HDMI,"WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Asus TUF Gaming F17 FX706HF-HX044WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹51,990",59,56 votes ,4.2,OS: Windows 11,Utility: Gaming,2.6 kgHeavy,1 Year Warranty,,17 inchesLargest,1920 x 1080 pixelsAverage,~ 127 PPILow,"48 Wh, 3 Cell BatteryGood",Anti Glare,16:9 Aspect Ratio,11th Gen Intel Core i5 11400H,6 x 2.2 GHz (Turbo Speed upto 4.5 GHz) Cores,"Hexa Core, 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 2050 GraphicsLargest",8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win 11 Home),"₹36,990",54,122 votes • 9 reviews,4.5,OS: Windows 11,"Utility: Everyday Use, Performance",Thickness: 17.95 mmSlim,1.78 kgHeavy,1 Year Warranty,16 inchesLargest,1920 x 1200 pixelsGood,~ 142 PPIHigh,70 Wh BatteryGood,Anti Glare,16:10 Aspect Ratio,13th Gen Intel Core i3 1315U,2 x 1.2 GHz (Turbo Speed upto 4.5 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10 MB Cache,Intel Integrated Iris Xe Graphics,16 GB LPDDR4X RAMLargest,512 GB SSD,HDMI,"WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Acer Aspire Lite 15 AL15-52 Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),"₹34,880",56,119 votes • 2 reviews,4.3,OS: Windows 11,Utility: Performance,Thickness: 19.7 mmAverage,1.59 kgLight,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"36 Wh, 3 Cell BatteryGood",Anti Glare,16:9 Aspect Ratio,12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10 MB Cache,Intel UHD Graphics Graphics,16 GB DDR4 RAMLargest,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
